hash,evaluator_type,evaluator,score
ba4bf54c3c4968ce6e73cb6a03348a18b8780835,model,wmt22,0.871994376
ba61e17ad9f813bab58a23438fa22b92d3ff4876,model,wmt22,0.745271206
bb58f4edebd88e642c145866d2f9b69fca840ffc,model,wmt22,0.490652561
bb9e4dd58a0179b8f2bf12af8cccf24efeb0ff32,model,wmt22,0.852593243
bc3c0ea07a77158fad82caba8a2c6cc567910e09,model,wmt22,0.599103093
bc515e0b2e22698ebf2d43848e13530cab176063,model,wmt22,0.727720618
bd84145f8d2dc4e21a48c3977bf3ea667b92e865,model,wmt22,0.8275702
bdef84ce6ca276a28e4c9bce00c83d02c8491066,model,wmt22,0.806891084
be2a0403c02699697d4ae74e9e34e6235065c47e,model,wmt22,0.836624086
be7a769dfff62216336f188f42d15f9536cc177f,model,wmt22,0.81132412
be993068ab76d232d566068fb4698e0439ab9263,model,wmt22,0.693220437
bea1cd7bbbe650b1f6f8af958cb8625bc9c3867b,model,wmt22,0.868586242
c050373c67f62d403af007d9eb5d13e0be7e7499,model,wmt22,0.553957105
c0c98b9e3b09f1e6802dbc745373568ccb6a6f57,model,wmt22,0.869261742
c0cba93840432e5476f93796ed6222493492293f,model,wmt22,0.877365589
c18ee24947a7223765862efb5afd70b3f59acb68,model,wmt22,0.866774678
c1bdaab68b357149b7f382064c6343dc439ff91a,model,wmt22,0.744399786
c2d2726f8d89d3f3265bbcf4ec41ae071d08bf73,model,wmt22,0.807379603
c2f272537b75df8c6ce6ca78d4bc2b42bdb78ea5,model,wmt22,0.877957582
c377eb8ff288faab7853b1f9f6b8c8013ce2711b,model,wmt22,0.671798587
c48d6a447849ec7c7d02502cdba0a1d960ecd4c7,model,wmt22,0.687145233
c526a3cd729a7f1a2ff6f6c6e1ea7112870fabf4,model,wmt22,0.871128321
c5c65102d7af89114b01bb1dfa3afb6f62e0b111,model,wmt22,0.85140115
c5fbe52d4985c864997ff32c9ff986c7685ded1b,model,wmt22,0.864716411
c7bdb8284c813ae6590f39a0b57adb193cec359c,model,wmt22,0.856197715
c7c7405ae8cb55c8d762032e0e075fe76cd4c633,model,wmt22,0.728197873
c83bf411fbe1f734e88266d19f7df0ebeb72477f,model,wmt22,0.883447349
c85634cf9e18db0e34b8a0a95f5ac377ac9554d7,model,wmt22,0.701279759
c8c624dbc7c3057ea6e05871ae718ca159be2e49,model,wmt22,0.855051696
c92eb6937fbb3ce86073e9ab2d17557e39ecbe40,model,wmt22,0.701383948
c9b6ef480dde0947fa96ab6d62f3b19b8dc30cb1,model,wmt22,0.836405516
cacb2924a25959b9569b942cadb0831cbc039e26,model,wmt22,0.529557407
cb61165067f6dc6051bc1309a3f0591283db4b1d,model,wmt22,0.586697638
cba06a1baab78294bf4dbee0b04fc9475c662e89,model,wmt22,0.715572476
cbafdcc72ed819a9f8b44132c97631ea033e5f15,model,wmt22,0.691484272
cc0b4511f2a4459bd8c219f11b7f4573f9d5fee7,model,wmt22,0.851184368
cc568d38c06b4101e795410a11cf0c87e2a9d7f0,model,wmt22,0.881579638
cdd47730cf57e31c9285c8d1d5e756b714b3a82e,model,wmt22,0.816428721
cdea94f40e03c73dc26c5ab792e5f6a289d60220,model,wmt22,0.747189105
ce2090b839d7575936982674483ee199e0b52a90,model,wmt22,0.862700462
cf79d4048efb70c96f8c0303e10503f01694baa5,model,wmt22,0.437109023
cf9571f8588a92f7298c84edabcc853471e30e2f,model,wmt22,0.585308969
cf9f2e0669f2afc40a602b68d10dd859a0c6bb8b,model,wmt22,0.852039337
cfb927e084eb7136f3268d929503f0acc457fa5b,model,wmt22,0.857085943
d0bf1ae7d1a372128eec87d89e7ab6428eab614d,model,wmt22,0.699050784
d1a1a80944090dd77baa1f3096e79d16a16bda01,model,wmt22,0.699964821
d1eceb6e16de9bb30ef5a1090f9639ee86694689,model,wmt22,0.865756869
d1f91fdddc8395c2822726c219d116ff16c65287,model,wmt22,0.799181879
d282b1423029bc6d61e936a527755a16d148b1f1,model,wmt22,0.877756357
d2a4bc97c3bdbeac499f3ede34659ded6398e23d,model,wmt22,0.86913991
d2bcdb9a6c5643cadd687e30e258851c1faa0d15,model,wmt22,0.873478055
d2f14a6a01a708fbf43d640fd24588606b9fc0a2,model,wmt22,0.58834064
d2fc8b027bf6addfc2ad9b55283b0ac698548233,model,wmt22,0.757211328
d3579217452bedd5d8363699de053edd6fbce7b0,model,wmt22,0.851799548
d410695f81b34108d5606efcc44a1fce25e62543,model,wmt22,0.850248873
d4b0d30d6a00a9fd816ab721d8725bcc4e989022,model,wmt22,0.670215666
d4c18139afaac813c7b85c6a3202c198d014a09f,model,wmt22,0.873804986
d55c3917228dd77647a06768158a39eec16aa95f,model,wmt22,0.51076895
d5969d7c372f4204adec13a82af90a396b86904f,model,wmt22,0.877766371
d6a9d7e5b14ef7e67a514bc54b9e7df595558dcb,model,wmt22,0.860326529
d6bbdf04aa22bf24efa358ed359ba62f3b0141fe,model,wmt22,0.595383167
d74f21e17df866b6f28c3775b18a6fa96908b87d,model,wmt22,0.866448224
d842f63bec2c05883b03b7c356e4c186b3f67343,model,wmt22,0.874424577
d85af8b918be81f48e044d759b1fe041ede65503,model,wmt22,0.789149344
d86cee21c710e9699c77a746da3eaa3fac8c790a,model,wmt22,0.874082685
d8f0435a650053ad13c06078b91535e19e426ff2,model,wmt22,0.807975471
d99899a7ae75c5168e1618350fd71c32ab0e9fe2,model,wmt22,0.774811327
d9b5deb24c0ce29dae61acabc49c7a5efdd2e29d,model,wmt22,0.878941417
dac6e8547443a16d7c7c73428c48329d88d7d65c,model,wmt22,0.572260261
db536e6b8fb52194e96e1ab0c303df427a250671,model,wmt22,0.884122014
db714b9d220b9460a013913641ebcd944cf3daf6,model,wmt22,0.879161119
dbe8a172b4ca9be01ea458cb204b01eac3aa681a,model,wmt22,0.832469225
dcb78c1ef4e5c9ac865f435705d06ba8e657f509,model,wmt22,0.837317109
dcc8a1270980858a1977a37b8afe87aad1099b5c,model,wmt22,0.826994061
dd02bbc9c837713ec897c6d1381b0120f375b6c2,model,wmt22,0.888473272
dd4e7ad7a086cca50c304fa48f0d63acef501b70,model,wmt22,0.867623627
dd52d0af5f8bdc96d7faa12b5eca364ce7638f1f,model,wmt22,0.862275481
dd9bbc9fb2fb299f309d9eed3250a11276975a28,model,wmt22,0.617661357
de3c232714dfd74bf19ef7d615dd99d18e2ea0fe,model,wmt22,0.726004422
df12d705e368f959fcf73a64f38e748973d5efee,model,wmt22,0.867781937
dfdeefe4f9fd00fe929510ac3593014d981165b3,model,wmt22,0.500296175
dfefa546f2d36f5750812d773aa7ecb3eed57ae4,model,wmt22,0.729639828
e0b0fe2005abe6b299b20e40a7f5943c6d712879,model,wmt22,0.765217304
e0b4c6c6c3b7cbefe21ee71ff7d6ebf1abece567,model,wmt22,0.831220686
e2537df5381b750f0eb6f8d0f000aa8bc434fed1,model,wmt22,0.864563823
e29761a2773b31f163476f680b3551ce7e4b3a33,model,wmt22,0.871850312
e326e7b27ad0fdc2bf43ecdf2c14ce5bc813319c,model,wmt22,0.843000174
e336656105574f313527ff331fa00764443ab7d8,model,wmt22,0.873876452
e385320dfc9a15d3d199eae7c6658dc8a3dc8cad,model,wmt22,0.868466854
e3b519cd1b1c7f1619ef8021f3ab48a694588c63,model,wmt22,0.67451328
e513b6c6fc8108ed6b8d3b7212dfc9448b234bbb,model,wmt22,0.821018815
e59b1434bea2180244e2c6064b3fd2f7bcc7a4d7,model,wmt22,0.861931086
e5f907600efedf74ecd4e16e0726e867dce24723,model,wmt22,0.799768507
e60566c606f65b6b313d1ed2bdf1b4a1f4aa95dc,model,wmt22,0.878414571
e684305a55baee99b5e26b80c078d1ff7cf3b18a,model,wmt22,0.842132449
e7b7b8baddfdf91ab0047c1aa6236bc382a5c8c1,model,wmt22,0.611788273
e7e47687ffbd8fc05ab8cfb989f31d54f8a1c8bc,model,wmt22,0.79553926
e8059679af667fc496a6c06f9fbf19e82fb03885,model,wmt22,0.731877327
e83a489459e419a0944f58e2eba82e3d0ec78807,model,wmt22,0.875152767
e8ba90529d46927957a57b637d7c2fcd82519f47,model,wmt22,0.723335922
e8d330c8e3f37ba06d21398516146db0da2f9235,model,wmt22,0.75140655
e8dc958a57ba075ea5b25a937aa8b33d5b69d969,model,wmt22,0.864807546
e9010ca4b313bd7e8604ce3049d6f5014c11c8f2,model,wmt22,0.881391466
ea00b901da45c5edee7d1ab2689e589b3ef42099,model,wmt22,0.865129709
ea0b26d045dd1c5a270959f9ab740c0f78a514b8,model,wmt22,0.838636994
ea433f9a1f3a7a61682fd244777b4ac4094feaad,model,wmt22,0.763141155
eaaf79b98cc2926c54f09ff774473831adcd19cc,model,wmt22,0.744011581
eadbfe241699725895d374a89f62fc58ab4bf456,model,wmt22,0.786738873
eadd5204f1ece5acef73a3463a1415f8d1ca7a5c,model,wmt22,0.854106307
eb7dccb5cce704e34cfe7dd53cda4bc6e469debe,model,wmt22,0.864378035
eb852247cce27c58dd0901143dedb1ac9b6bbaff,model,wmt22,0.813087344
ec04ac095b60d9a0b31f0b5d72a214a60f127ef7,model,wmt22,0.607977211
ec2a3c1ed00ff52458014d33e70c84563bb3a35c,model,wmt22,0.881175458
ec2e2d79982cdbf1d590b8573ec7f5c860b3264c,model,wmt22,0.847669005
ec9402c0f9938db26b7288b4dd99e6c5b86056f5,model,wmt22,0.871454477
ed5384a7dc743ee6f738c279ba62d015f5866870,model,wmt22,0.47797206
ee195f15da69dfa9902145e6a671ecdafae39af1,model,wmt22,0.815476477
ee9c49bb95a22783949484f1f2238841f9926704,model,wmt22,0.852109075
ee9fdf8d6f86c60dfdb9f95346351608b0d441db,model,wmt22,0.833259344
efb6187d8fd73fa684008ac36d2107ad86a118fe,model,wmt22,0.900769949
f031ff9962d32ad3778cb9bd13321ad4dda93ec9,model,wmt22,0.875588179
f0ee30fe144a887631635f81dd3d60ffa3acccf3,model,wmt22,0.787522912
f1bc17903487dcf17324c24f87f24d46a0849cf2,model,wmt22,0.87665987
f244a3c2792722b06ee82f84ed595ad4ccef0918,model,wmt22,0.874648035
f2495270b5001f07a43db9f8880dd5d61e517350,model,wmt22,0.884238124
f2dfcf0bcf9577e02e09998eed771caf82f962e9,model,wmt22,0.841155827
f32027460d1bc7e18f5257e1a0be16f93f4a43be,model,wmt22,0.849807739
f34cc01a5bb417cd41ac8a566b15b440c38f4a61,model,wmt22,0.837752819
f4966fb881ad0befdbe18815ad439cd1aee6da10,model,wmt22,0.61371249
f52284394545299528da755e96295f6d9123764a,model,wmt22,0.81362313
f563f460c2d7abaa71b58167dd58790399415e66,model,wmt22,0.859446645
f5a0a53aba630dcbc03b4b3d7c1c8dfc95e4a4ae,model,wmt22,0.887823939
f5b6f04b513d4998875f47112e4b4146a8d09f4c,model,wmt22,0.805926442
f611b65f3d26583a03fd0fddd19239b6a743ce05,model,wmt22,0.767979503
f6391f6f406d73bf364b2d38567a50d20f2f50ea,model,wmt22,0.85782063
f67e18dfbd86e80c8b68c56465b17d85e3b483ff,model,wmt22,0.83583957
f6db262f97dab612d25e1f12831a8d4ba5373750,model,wmt22,0.538839161
f784304e48ff216814f401ba80f689d3fb93aa6c,model,wmt22,0.877378702
f82200c45eb94b387ec5a8710621d0e55d73acb6,model,wmt22,0.887559891
f88201cfcc88dd35915e861dacc956f6f98d05d0,model,wmt22,0.634830117
f898f8c1704e5bddad7d0463972c9f7eafbdc72c,model,wmt22,0.583298862
f8ef1514d27eebd8eeb59122f81ac8c40dec459b,model,wmt22,0.878469169
f8fe21d130448550da5240e4f3749cdf641e163e,model,wmt22,0.754734337
f9df89a8fe8fa0bb2812a2b268982c77ddb7302d,model,wmt22,0.816126466
f9fd5c3bafb7f28cd5cfff93a739649f8ee25b45,model,wmt22,0.817950606
fa155140bbc4c8c63b1295d2b7f1419303a906d1,model,wmt22,0.537498474
fa35784041a884070789d30fd365d61920ab6ea9,model,wmt22,0.824772656
fa45a133d7b96d30382960a8ec498ffaa500dc9b,model,wmt22,0.487681091
fa5ff1fe2774dcb101a8dd35bbca2669951b4365,model,wmt22,0.580985308
fa889e2afe648e07006fea8dacb7e359190043e7,model,wmt22,0.882152557
fab4c1d710aa379521f9b11c53c233d44cb30723,model,wmt22,0.770178318
fab8f611c4ad7e5facbc10e7b90f9e692cdeddfb,model,wmt22,0.860787272
fad5d3576790aa0e8beb8cb5daef2ec3947fa6d6,model,wmt22,0.871437311
fb6c74d9f1918fc0bebbd037cdd8a07789bb7120,model,wmt22,0.820361018
fbbd580602218a463be1f46ed6289efb068ae9f2,model,wmt22,0.888905406
fbd60ec3ead4fe409592a8ea3c015a03c59ccdf2,model,wmt22,0.871274829
fc42552f9cbc816633c415489da599b302ba3c9d,model,wmt22,0.818306684
fc60284ccc5bd521870f32320160eb4a66cbfd4f,model,wmt22,0.767371655
fc6722ec83328e86f69a0f4bb62401300de331f2,model,wmt22,0.72355634
fccf1f847f5c34540cfed79490371931d6825ff2,model,wmt22,0.629022121
fcf5aacf160763fcd3b278dfede20741ae4713e8,model,wmt22,0.424234301
fd1486556d90d86d331b4fc4b80a383668e437c9,model,wmt22,0.874145865
fd3a0bea93434f6d9697778652786cd325456be5,model,wmt22,0.845810413
fd402cf9179547abfc797792200004d282ad9586,model,wmt22,0.880244792
fe1174924fd24ca2eb188220d9144f0c29223e5b,model,wmt22,0.846041381
fe25bcd030f426e30e428fb7ad3057a2d15d6168,model,wmt22,0.84882313
fe335617af357b4a31bba8b91b7c74f038d541d0,model,wmt22,0.828121126
fea474e76fdb59c1c33c9b90a942ea6bddebd48c,model,wmt22,0.817322373
ff4faae044cc1038409d8cab5eaec7983906a4db,model,wmt22,0.720464528
ff9bcbd0cebacfd79edd3f378adb7201b45a8328,model,wmt22,0.898557603
ff9f264908c223aa3b2676195c45beb64d4a559a,model,wmt22,0.872966945
ffb7abe9267e1c44588166d3ca3c7bc9ea876502,model,wmt22,0.65684247
006d9c4f67a65d9967fada5a33a7bee388e778ea,model,cometkiwi_xxl,0.685860515
00abec85374a10ea0f0733fc6ed83b63406705ac,model,cometkiwi_xxl,0.988645732
00d3e801d792ad63738f2bf5f115c2b6f6f72713,model,cometkiwi_xxl,0.224167272
014908466f9b88ef920f5a337b41691d42fdd7ee,model,cometkiwi_xxl,0.974567652
01a7e25c1b70aaf55be540de83462dc4ebfd90ce,model,cometkiwi_xxl,0.810680985
025220a191cd00746e235024098587096722ec86,model,cometkiwi_xxl,0.963818371
026a87203f9560006280d25991d7369845fd668b,model,cometkiwi_xxl,0.488230675
02702a4c04e3923f7300523b42d2171d6e82d01c,model,cometkiwi_xxl,0.612167358
02827f62db47315bf16b5144d7a1020d62bd80b3,model,cometkiwi_xxl,0.914545596
028285cd8ea3650c692b577128e5695bc695f65f,model,cometkiwi_xxl,0.936913252
0393f3d66e7f9459d0da23879d922857ab89f873,model,cometkiwi_xxl,0.797329009
03a86e325a4de9a461692f63214e93dd80e5815a,model,cometkiwi_xxl,0.077099912
03b5ffcdc1cb1dec54913773c14448b5bf978215,model,cometkiwi_xxl,0.94299531
0458ad4dfbde833d00f379bb93fffdae2e43067a,model,cometkiwi_xxl,0.730162561
0586c348039debf5d3cfe1ebfa23a7710b7f417f,model,cometkiwi_xxl,0.923417509
05ac137df4953aa61d8c54f20ee5868e468719ac,model,cometkiwi_xxl,0.17753008
060579c748deb692d1ff2fbd638d70074627f27f,model,cometkiwi_xxl,0.936929643
064f1c01742a7177ac067aed943880e979fe327e,model,cometkiwi_xxl,0.911135077
0682924fcecc79694dd556e943e50f5e197de52f,model,cometkiwi_xxl,0.117293932
068de6672b6e8811504da07ee73782171f09c778,model,cometkiwi_xxl,0.951930225
06aee728284a6f06a776848b0e14022ab7bffd85,model,cometkiwi_xxl,0.941888034
06e4e1392574db07353b1ac6e16970dc01196b33,model,cometkiwi_xxl,0.025675995
06fbe09c6be14d4aa2d8ac2e2bb6462bc578aba6,model,cometkiwi_xxl,0.898257315
0746ebc49d7a634888072e852c5e4fc28dd62b84,model,cometkiwi_xxl,0.648160577
0788ddede6418749303137efa2046f012b83ac99,model,cometkiwi_xxl,0.084758341
07d0763ce73e651b06156a36f39611c25c711610,model,cometkiwi_xxl,0.603522122
0897fb5380bb620907ddc7917fdc86552f1875ae,model,cometkiwi_xxl,0.989013672
08bbb49cd73c56f1befd84a3e78f42929423172f,model,cometkiwi_xxl,0.914467633
09a09abf254bebadf0414cdec09295097efd0a8e,model,cometkiwi_xxl,0.988747895
0a6bc2d06b3b45ad171710b3ae74518cc1d1d420,model,cometkiwi_xxl,0.289048404
0b0b4a5693ee14b3e726bc82460a764849bc63b7,model,cometkiwi_xxl,0.922645271
0b0dc91d76fb30e6accb8b5ad8725da615ad5b88,model,cometkiwi_xxl,0.98098582
0b83b9bb4a1d2aff77260d5e639be61729acb671,model,cometkiwi_xxl,0.220484063
0bf76c191f72ef7f084d2d9b836ad4e6246b740b,model,cometkiwi_xxl,0.584766209
0c19f87314fd7b1a58a2d0a47e81f98cac2771b4,model,cometkiwi_xxl,0.717224002
0c1b48e8b403d48f171995b5ff9a9a3817ba6249,model,cometkiwi_xxl,0.790075839
0c3f576c119b1301a995d1d0fc316277d026cbbb,model,cometkiwi_xxl,0.362611204
0c6bd822bf1e4a41f46fe8028ac548048f4d8185,model,cometkiwi_xxl,0.943794906
0ca3955c0c3b0b1306698a9008c1cedf1c213bb3,model,cometkiwi_xxl,0.963863373
0ce2ddff9d39d5b73f8f27cd027d1c48a55ac509,model,cometkiwi_xxl,0.746716917
0ce9fad1f1659b9c610c789b48b454167c70b3a0,model,cometkiwi_xxl,0.892096341
0d5f33e21768ee8cfad43f24e3c3feb93e59995a,model,cometkiwi_xxl,0.977762401
0d747bbc3c6dd43581116a2d2c874227cfadc466,model,cometkiwi_xxl,0.917602837
0e024aa9a3966aa08067505120a4aa4c81b274af,model,cometkiwi_xxl,0.10951861
0e6a99c6b6157eedb77ba651a3e7558cc17c6e1a,model,cometkiwi_xxl,0.992773354
0eb4dac1005758d358f9bedb9f05e6ff90608f2b,model,cometkiwi_xxl,0.400685817
0f5779e054b19d688b1e693fe3af0c2c9b386ba4,model,cometkiwi_xxl,0.917631924
10db625af733fd61b42bd98ffaffb7a2b5eeb400,model,cometkiwi_xxl,0.885559499
114b9e1ce5b5fb52d0d03cddef42f6a036bf5929,model,cometkiwi_xxl,0.668678641
114e6f0b468637736b5f15fafa80fc6922898c4c,model,cometkiwi_xxl,0.924082696
11eb3063228a052bedb7db6f24d08df0a3f04ba9,model,cometkiwi_xxl,0.04609308
11fe7d1a450dfc61f64de8b4c3d75b1dacd08e21,model,cometkiwi_xxl,0.965241969
129e11df90b0ad148cc98c909bad37be51ab236e,model,cometkiwi_xxl,0.960825026
12ac89c1b3f37c564bb8ebaedb3e82557c997767,model,cometkiwi_xxl,0.926626444
13a6fa0a4a0dffa8dbf29f6a82764e4a65bb9988,model,cometkiwi_xxl,0.343074501
1465894633f14090f27598b853f27396bee53f31,model,cometkiwi_xxl,0.265172422
14b3802353782424bf1b2b45d174eb8bc61b4f41,model,cometkiwi_xxl,0.811567008
14f3741f0bc1225948dcf2b94759dc543243b2fb,model,cometkiwi_xxl,0.962636292
15a8faa5126ffdd9a48a85510118a94ed95bdd32,model,cometkiwi_xxl,0.614065409
163f6630cd1f55d1416f2892030e72ba8e6636e6,model,cometkiwi_xxl,0.941396534
16a765535de47bf3b13ee7a9521c3e4d4bdcd7c6,model,cometkiwi_xxl,0.061623335
16acceed38021bcff1d518c48c0ed2cfeef30aef,model,cometkiwi_xxl,0.976614654
178fa37efafd58164a2f8e8ee860b580e6bcf7b3,model,cometkiwi_xxl,0.263732105
17fd4e47355b9916471304b0582b9069a4bbd920,model,cometkiwi_xxl,0.8706972
18169ccf5f408192f1adab97e8b208103b046064,model,cometkiwi_xxl,0.791840136
184ba6f68a9c465352b3c635da0b3ad6b5112861,model,cometkiwi_xxl,0.904011786
185438f65fc3d29e1dc92041b659cf8d8981ab85,model,cometkiwi_xxl,0.783270359
18cacfa79016389fde0afd28f2b03d60f2907ff3,model,cometkiwi_xxl,0.055151358
18fbe6e2cb0081293f50aede1a33b6891c8c4832,model,cometkiwi_xxl,0.42809248
19b74e815da3a183dca72fcbb579ee0ebbacf46c,model,cometkiwi_xxl,0.961749971
1a562a389efa0abaa01741fcb3f4db953d8606b9,model,cometkiwi_xxl,0.513729751
1abab6bc5ddf68a730eabd9f5f6f85658fc53b94,model,cometkiwi_xxl,0.77324748
1c2886437147b98082b6d622f464a5ad12424c32,model,cometkiwi_xxl,0.839556158
1ce15556a6ecd32e85dba5bb36dde4d76e1c5051,model,cometkiwi_xxl,0.768490732
1d1f9f47ab31a71e1727b6f109cf9b7cc33f626c,model,cometkiwi_xxl,0.408040851
1db3ca67955ba3523a1bc897aca84927657831c2,model,cometkiwi_xxl,0.390305549
1e18aa2502288f644f8ae414b02138929b6561e2,model,cometkiwi_xxl,0.872120142
1f302d3672cbabea5a46c02c6fd156c344891270,model,cometkiwi_xxl,0.965680242
202c412f9755b74a78ee5cf92fd091ed1ab06b31,model,cometkiwi_xxl,0.631243646
20af7bb6971f087b4f24782699aa158f0187514a,model,cometkiwi_xxl,0.224077776
20dce25879d07fc86300f9dfd1d44c08f9778dd6,model,cometkiwi_xxl,0.686730206
20f004b98f2a09152440a7d75b03d66ae45bdd60,model,cometkiwi_xxl,0.037584458
2127a9b574f5235d17c4e72abadcda893aeef03e,model,cometkiwi_xxl,0.974167883
21b213fcbda7666d29ba385cf4aaf9978767875e,model,cometkiwi_xxl,0.541748524
21b2c104690957655266bda53f61fe245c799e90,model,cometkiwi_xxl,0.414524168
21e7d94f86772b7d82e1dea493686e89c6cc1800,model,cometkiwi_xxl,0.830014288
21e8ed2d9a1562951d380cb25954615e29f7fec5,model,cometkiwi_xxl,0.913183272
225550de116d9d610b299bea4495606fd83a1b8e,model,cometkiwi_xxl,0.838999093
228277422277072584081acbfda85b2628830855,model,cometkiwi_xxl,0.570674479
2313b3a64feeb241357ad91bcd106fc99cdc5ee9,model,cometkiwi_xxl,0.934431851
234a86a6e06755fa59fa48587df22a9215e1035f,model,cometkiwi_xxl,0.992118955
246893396c4b46e9c2d82669a2fbaee53d35417a,model,cometkiwi_xxl,0.942672133
250d946079755b475b829caf89be1058f08705af,model,cometkiwi_xxl,0.952704728
2546339b78912e70d022c92e795d81cf2b2dbdf4,model,cometkiwi_xxl,0.936628759
2578e1942d0781637126efbb80d6dd19c624cd65,model,cometkiwi_xxl,0.948282897
257cd4572e0c4d111f954c54371f5eb912ba2c0c,model,cometkiwi_xxl,0.858486354
2618665100be076ad2a4bf4729218161d5e68775,model,cometkiwi_xxl,0.87337023
26e9aa666ef48b9084d39a6ef8ebce19aaa49e3d,model,cometkiwi_xxl,0.946816862
2722efee8b411f4470bd56639fbf1b3d6b464ed7,model,cometkiwi_xxl,0.989781678
283d585eb424d9034c4db6c3097593e815d7e9aa,model,cometkiwi_xxl,0.969164312
28b55c31554a5d612f56c017f2ec7f779529dd79,model,cometkiwi_xxl,0.765273929
28fa659fe0e8c092af37b3d50bedb16543b94ed9,model,cometkiwi_xxl,0.93249923
29be16c72d697002ad208c30bcbd1ee58a96f94a,model,cometkiwi_xxl,0.304045767
2a578b5d52de4ec9182884a99787ef3e881e5d12,model,cometkiwi_xxl,0.755465865
2aaf935f3d8bd47cdac4bc5ed082bafe494eaa33,model,cometkiwi_xxl,0.557995081
2af92ba457bcf166cd9f1bad78f0a04782f2978f,model,cometkiwi_xxl,0.511935532
2b0add218d00588b03b8d293aef1d11c64c642a6,model,cometkiwi_xxl,0.984171689
2b596bf42bf0a16b057c3f0500c5e3ae4b90dd20,model,cometkiwi_xxl,0.890594065
2be84ad895540667b4cfafae9051e74003c4dc32,model,cometkiwi_xxl,0.980599344
2c54683a48b1d8cd125f8e8bfe9830841296e227,model,cometkiwi_xxl,0.908957899
2c72574904aedcfa4fadf3fe4a186a146243e4fb,model,cometkiwi_xxl,0.8364591
2d67968ec039d92321bb0dd45edf5e40283422c8,model,cometkiwi_xxl,0.952875555
2dcacf10c6f6c733ec2a15228a0e36404c4751a4,model,cometkiwi_xxl,0.188372344
2e0aea39405bc544f7a26bac4e6104732dc77b99,model,cometkiwi_xxl,0.336968362
2e88c7d4f4730bfc06aff96e72bee74bfeee26ad,model,cometkiwi_xxl,0.186480016
2fbb1126373ab74cee5fe2add94a1cb1e753c326,model,cometkiwi_xxl,0.944556653
30097b1c6753307a317d856c3a00d793be1be0f0,model,cometkiwi_xxl,0.977682769
30201c2be158b57c386767db8ac8b74dca3dfb8e,model,cometkiwi_xxl,0.602954805
30965949e51d26353c9314c48f44f2f95c2ed265,model,cometkiwi_xxl,0.946348488
30e11c6fb100b0dc05637a45042ef61cbbb8e04f,model,cometkiwi_xxl,0.545915246
31109b5541f9ee8ea771e3c12833050efa9f8c9e,model,cometkiwi_xxl,0.964304745
3127ff82ab8c81ccf8abcb87c45e08822d51e8c9,model,cometkiwi_xxl,0.790935755
315a03bc6901df26611cea14c4d14f21dc3f4c0e,model,cometkiwi_xxl,0.170845762
319dadd2e601cc6543ab9eb9d546ffa0a29c421d,model,cometkiwi_xxl,0.949488699
31d66cc56000c37288bac1958271df27fa104c88,model,cometkiwi_xxl,0.971159518
32015317f880f41cfa2805e39f5425aaa55100e6,model,cometkiwi_xxl,0.773002446
321be8964f0cb22b988d015b6327200fc0336ff5,model,cometkiwi_xxl,0.975320637
3227f40af459a36c826a4cddeb69527879ab9035,model,cometkiwi_xxl,0.971374035
32371a0d21926a6332c579cba56c4f2c442f83b7,model,cometkiwi_xxl,0.968662083
3277d89fd4d722b13500775d32130eda8570883f,model,cometkiwi_xxl,0.985544145
33248398de2a6d36fcad0a2087278935677f5430,model,cometkiwi_xxl,0.592553914
333b3a84c35ff52f6ec3f3e6a9ce6ff8c609cfee,model,cometkiwi_xxl,0.705527961
33bc94ed3fab63832bcfe17543e87ffd0aaec99b,model,cometkiwi_xxl,0.419400305
33f9b845de65356a3b519fbad87ff62a27a4bd27,model,cometkiwi_xxl,0.586690843
34cbe32928bd514e1733df1caff2408ed9e51607,model,cometkiwi_xxl,0.73047322
34d6689ddb6793791a6c42c53d28eb05fe46b4aa,model,cometkiwi_xxl,0.1454705
35aaddac4ed1237bb4719b307b34768af97bb3e8,model,cometkiwi_xxl,0.571028411
35ab35243032bbfa0c8fb621b9632f6a38773f4c,model,cometkiwi_xxl,0.834186256
35ff77e72777fbbca61f67449ee40be4d0730c5f,model,cometkiwi_xxl,0.97461313
369bec129786b1b8b18779e1bdc580baa48d0287,model,cometkiwi_xxl,0.97887826
36fb4923b8fa8760d6781116003ae1e0292723d5,model,cometkiwi_xxl,0.968394697
3718dbca9baf6d962091532fe2cde7c955c53286,model,cometkiwi_xxl,0.845948219
37955953c5843da679ced3bf8abce78c61a82db6,model,cometkiwi_xxl,0.566919267
37ace8d5baf5a707c875ac396f337b3a096d8b12,model,cometkiwi_xxl,0.917107522
37b9ee3b0ee3879d8ee237564669d1d0eb9b2f04,model,cometkiwi_xxl,0.851006448
3848a94bab1d4aca408fca18b70c52d1f5b1dd6f,model,cometkiwi_xxl,0.810149014
38f9868a261e01e0d5055e52845eedfacf5b9dd5,model,cometkiwi_xxl,0.95036912
394f4f3f0dd124d36d16c644eaaeb2cdbb5ab548,model,cometkiwi_xxl,0.632977426
396fb8b82371181b1645dbf78b4a0f9ae6d672a0,model,cometkiwi_xxl,0.973874211
3982c1213bf3426dd26685adcab0cb3ed3ba99d4,model,cometkiwi_xxl,0.801466703
3a243d2b19f92827757c11d930f7af75d0cc6665,model,cometkiwi_xxl,0.914102733
3b1fc2b6201dfe2a15eaaf211768ca36df6b9a3d,model,cometkiwi_xxl,0.146502107
